date,time,open,high,low,close,amount,vol
2025-7-29,10:10:0,2.096,2.096,2.095,2.096,492538.0,2350.0
2025-7-29,10:11:0,2.096,2.096,2.095,2.095,2334694.0,11139.0
2025-7-29,10:12:0,2.096,2.096,2.095,2.096,2725393.0,13003.0
2025-7-29,10:13:0,2.096,2.097,2.095,2.096,3279410.0,15646.0
2025-7-29,10:14:0,2.095,2.096,2.095,2.096,2418092.0,11542.0
2025-7-29,10:15:0,2.096,2.096,2.095,2.095,1658329.0,7913.0
2025-7-29,10:16:0,2.096,2.096,2.095,2.095,173922.0,830.0
2025-7-29,10:17:0,2.095,2.096,2.095,2.096,338435.0,1615.0
2025-7-29,10:18:0,2.096,2.096,2.095,2.095,311577.0,1487.0
2025-7-29,10:19:0,2.095,2.096,2.095,2.096,277708.0,1325.0
2025-7-29,10:20:0,2.096,2.096,2.095,2.095,492878.0,2352.0
2025-7-29,10:21:0,2.096,2.096,2.095,2.096,310760.0,1483.0
2025-7-29,10:22:0,2.096,2.096,2.095,2.095,161118.0,769.0
2025-7-29,10:23:0,2.095,2.096,2.095,2.095,642073.0,3064.0
2025-7-29,10:24:0,2.095,2.096,2.095,2.096,971465.0,4635.0
2025-7-29,10:25:0,2.096,2.096,2.095,2.096,72102.0,344.0
2025-7-29,10:26:0,2.096,2.096,2.095,2.095,404911.0,1932.0
2025-7-29,10:27:0,2.095,2.096,2.095,2.095,635324.0,3032.0
2025-7-29,10:28:0,2.096,2.096,2.095,2.095,58259.0,278.0
2025-7-29,10:29:0,2.096,2.096,2.095,2.096,294054.0,1403.0
2025-7-29,10:30:0,2.096,2.096,2.095,2.095,349680.0,1669.0
2025-7-29,10:31:0,2.096,2.096,2.095,2.096,425247.0,2029.0
2025-7-29,10:32:0,2.096,2.096,2.095,2.095,1498189.0,7149.0
2025-7-29,10:33:0,2.096,2.096,2.095,2.096,105421.0,503.0
2025-7-29,10:34:0,2.096,2.096,2.095,2.096,485987.0,2319.0
2025-7-29,10:35:0,2.096,2.096,2.095,2.095,1070055.0,5107.0
2025-7-29,10:36:0,2.096,2.096,2.095,2.095,636079.0,3036.0
2025-7-29,10:37:0,2.096,2.096,2.095,2.095,106846.0,510.0
2025-7-29,10:38:0,2.096,2.096,2.095,2.095,91161.0,435.0
2025-7-29,10:39:0,2.095,2.096,2.095,2.095,254965.0,1217.0
2025-7-29,10:40:0,2.095,2.096,2.095,2.096,192356.0,918.0
2025-7-29,10:41:0,2.095,2.096,2.095,2.096,47350.0,226.0
2025-7-29,10:42:0,2.096,2.096,2.095,2.095,73984.0,353.0
2025-7-29,10:43:0,2.096,2.096,2.095,2.095,558319.0,2664.0
